File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,Kirundi_Length
,Kubóna umuhérerezi atayāyâta ni nkó kubóna ingurube iríko irya ibáràáfu.,"Voir un cadet qui n'est pas indifférent, c'est comme voir un cochon manger une glace. Ça n'existe pas.",To see a lastborn who is not nonchalant is like seeing a pig eating ice cream. It doesn't exist,jokes,,,,,,,72.0
,Kugōrwa sí ko kugōka.,"La pauvreté est une invitée temporaire, pas une résidente permanente.","Poverty is a temporary guest, not a permanent resident.",proverbs,,,,,,,21.0
,Kumenyesha amakuru ni igikorwa gihambaye cane,Le marketing des données est une tâche très importante,Data marketing is a very important task,general,,,,,,,45.0
,Kuraguza kurutwa nó kugēndereza.,Espionner est un meilleur choix que de se plonger dans la sorcellerie.,Spying is a better choice than delving into witchcraft.,proverbs,,,,,,,32.0
,Kure ní mū nda.,La plus grande distance est celle vers votre propre cœur.,The farthest distance is the one to your own heart.,proverbs,,,,,,,15.0
,Kuryá ní kare.,"Le bonheur est comme une fleur, il vaut mieux la cueillir tôt avant qu'elle ne se fane.","Happiness is like a flower, it's better to pick it early before it withers.",proverbs,,,,,,,14.0
,"Kurūngikira utūntu Umwâna arí mu mahàánga ntivyāri bibí, gusa aba bamàáma b’ábarùúndi baca bárūngika ivârìízi yūzúye ibicāyicàáyi, imyūmbati n'íbizírankúrwe","Envoyer un colis à son enfant à l'étranger est un geste attentionné. Mais les mamans burundaises ? Eh bien, elles voient grand, emballant une valise pleine d'herbes médicinales, de légumes et de manioc en quantité suffisante pour ouvrir un mini-marché","Sending a care package to your child abroad is a thoughtful gesture. But Burundian moms? Oh, they take it up a notch, packing a suitcase full of medicinal herbs, veggies, and enough cassava as if it was for opening a mini market",jokes,,,,,,,156.0
,"Kuva ico gihe, ntiyasubiriye kuganiriza nyina.","Depuis, elle n’a plus parlé à sa mère.","Since then, she has not spoken to her mother.",general,,,,,,,46.0
,Kuvúga měnshi sí ko kuyamara.,Parler sans cesse ne révèle pas toujours la vérité.,Talking endlessly doesn't always reveal the whole picture.,proverbs,,,,,,,29.0
,"Kèéra abamàáma bâcu bàátugurira ibirāto biníni ngo tuzōbikuriramwó, nàátwe ubu twīgurira bitó ngo bizōkwāguka","Enfant, nos mamans avaient l'habitude de nous acheter des chaussures une taille trop grande en pensant qu'on allait grandir dedans. Maintenant adultes, on ne peut pas résister à acheter une belle paire, même si elles serrent un peu. Qui sait, peut-être que les chaussures auront aussi une poussée de croissance !","As kids, our moms used to buy shoes a size too big, thinking we'd grow into them. Now as adults, we can't resist buying a nice pair, even if they're a bit snug. Who knows, maybe the shoes will have a growth spurt too!",jokes,,,,,,,109.0
,Maguru ya Nyárwări yasíze imvúra n'úmuguha.,"Les choix rapides, la clé pour passer à travers les épreuves indemne.","Fast choices, the key to slipping through trials unscathed.",proverbs,,,,,,,43.0
,Mama ariko arategura ibifungurwa vyo ku mugoroba.,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,49.0
,Mama ariko arategura ivyo kurya vyo kumugoroba.,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,47.0
,Mama wanje ariko arategura imfungurwa,Ma mère prépare le repas.,My mother prepares the meal.,general,,,,,,,37.0
,Mama wanje ni umwigisha.,Ma mère est enseignante.,My mother is a teacher.,general,,,,,,,24.0
,Mawe ariko arategura imfungurwa,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,31.0
,Mawe ariko arategura imfungurwa zo mwijoro,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,42.0
,Mawe ariko ategura indya.,Ma mère prépare le dîner.,My mother is cooking dinner.,general,,,,,,,25.0
,Mawe n'umwigisha,Ma mère est enseignante.,My mother is a teacher.,general,,,,,,,16.0
,Mba i Bujumbura.,Je vis à Bujumbura.,I live in Bujumbura.,general,,,,,,,16.0
,Mbwirizwa kugura umukate.,Je dois acheter du pain.,I have to buy bread.,general,,,,,,,25.0
,Meditasiyo irafasha kuruhuka no kwiyumvirako.,La méditation aide à se détendre.,Meditation helps you relax.,general,,,,,,,45.0
,Mfise abahungu babiri tuvukana.,J'ai deux frères.,I have two brothers.,general,,,,,,,31.0
,Mfise abavukanyi babiri,J'ai deux frères.,I have two brothers.,general,,,,,,,23.0
,Mfise basaza banje babiri.,J'ai deux frères.,I have two brothers.,general,,,,,,,26.0
,Mfise basazanje babiri,J'ai deux frères.,I have two brothers.,general,,,,,,,22.0
,Mfise imyaka mirongo ibiri.,J'ai vingt ans.,I am twenty years old.,general,,,,,,,27.0
,Mfise itiro,J'ai sommeil.,I'm sleepy.,general,,,,,,,11.0
,Mfise ubwoba,Je suis effrayé,I am afraid,emotions,,,,,,,12.0
,Mpa nūmvé yĭshwe n'úmuráhu.,Celui qui se délecte de chaque plat peut en trouver un mortel.,The one who indulges in every dish may find a deadly one.,proverbs,,,,,,,27.0
,"Mpejeje kwīshuza māwé amaherá namúgurānye, aca ambwīra ngo mbānze nàánje ndamwìíshure ivyó kuryá vyöse yangáburiye kuva mvûka.","Je viens de demander à ma mère de me rembourser l'argent que je lui ai prêté, devinez sa réponse ! Elle m'a demandé de d'abord lui rembourser également toutes les choses qu'elle m'a données depuis ma naissance.","I just asked my mom to repay the money I lent her, and guess what? She responded by requesting me to first reimburse her for everything she's given me since I was born.",jokes,,,,,,,126.0
,Mpitamwo gutambuka nihuta.,Je préfère la marche rapide.,I prefer brisk walking.,general,,,,,,,26.0
,Mpitamwo umuceri mu kibanza c'Ubugari.,Je préfère le riz au lieu des pâtes.,I prefer rice instead of pasta.,general,,,,,,,38.0
,Mpora nâduka nkatwēnga iyó nībútse ukūntu túkiri abâna bàáduhamagara ngo dutāmbíre abashitsi,"Je me tords de rire à chaque fois que je me souviens de notre enfance, quand on nous appelait pour faire une danse pour les visiteurs.",I burst into laughter every time I recall the days of our childhood when they summoned us to perform a dance routine for the visitors.,jokes,,,,,,,92.0
,Mpūngé urw'ăha yakímajije amaguru.,Celui qui fuit les ennuis continue de courir.,He who flees from troubles keeps on running.,proverbs,,,,,,,34.0
,"Mu Burùúndi bákubwīye kó mupfāná ikīntu n'úmūntu murí mu kigero kimwé , icó mwōbá múpfāna cöse, ubwo nyéne muca múhīnduka abavyâra.","Au Burundi, si on te dit que tu es lié à quelqu'un, et que cette personne est dans la même tranche d'âge que toi, vous devenez automatiquement cousins, peu importe la nature réelle du lien","In Burundi, if they tell you that you are related to someone, and that someone is in the same age group as you, you automatically become cousins, no matter what actually connects you.",jokes,,,,,,,131.0
,Mu Burùúndi nihó hônyené nyoko wāwe ashobóra kugúkubita ikòófe kubêra uríko urizwa n'íkòófe yaguhàáye.,C'est seulement au Burundi où ta maman pourrait te gifler parce que tu pleures à cause de la gifle qu'elle vient de te donner.,"Only in Burundi, where your mom might slap you for crying because of the slap she just gave you.",jokes,,,,,,,102.0
,"Mu Burùúndi nihó hāntu hônyené ushobóra gusânga sówàányu cânké nyokwàányu, umúsūmvya imyâka.",C'est une situation unique au Burundi de découvrir que vous êtes plus âgé que votre oncle ou votre tante.,It's a unique Burundian scenario to discover that you are older than your uncle or aunt.,jokes,,,,,,,92.0
,Mu buzima ni ukwitonda,Dans le vie il faut rester humble,In life you have to stay humble,general,,,,,,,22.0
,"Mu bìíndi bihúgu
- mukûnzi nātāshe
Mu Burùúndi rēró
- Hewée...","dans d'autres pays.
- Mon amour, je suis à la maison.
Au Burundi
- Heyy...","in other countries.
- My love, I am home.
In Burundi
- Heyy... ",jokes,,,,,,,62.0
,Mu ci ni ho ikawa bayamura bakayijana ku masoko abegereye.,Pendant l'été c'est là où on cueille le café et l'amenant à des marchés près,During the summer this is where coffee is picked and taken to nearby markets,general,,,,,,,58.0
,"Mu kiringo gito cane, twoba twabonye ihinduka.","En très peu de temps, nous aurions constaté un changement.","In a very short time, we would have seen a change.",general,,,,,,,46.0
,"Mu vy’úkurí  ntā wùúndi kíretse,

Abarùúndi : Ico gitûmburá cā 200 nāngâhé ??","Personne.
Les Burundais : ""Ce pain de 200 francs burundais, coûte combien ?""","Absolutely no one.
Burundians: ""How much does that BIF 200 bread cost?""",jokes,,,,,,,77.0
,"Mu vy’úkurí ntāwùúndi kíretse : umumàáma w'úmurùúndi avûye kugura iterémūsi kubêra iya kêra, umwâna yayimenyé
""Ehe tôra musubîre mumené.""","Seule une maman burundaise : Qui revient à la maison avec un nouveau thermos juste parce que l'ancien a été cassé par son enfant.
""Voici un autre et casse-le.""","Only a Burundian mom: Coming home with a new thermos just because the old one got broken by her child.
""Here is another one, break it.""",jokes,,,,,,,137.0
,Muba hehe?,Où habitez-vous?,Where do you live?,general,,,,,,,10.0
,"Muco, habaye iki?","Muco, que se passe-t-il ?","Muco, what is happening?",general,,,,,,,17.0
,"Muco, hariko haba iki?","Muco, que se passe-t-il ?","Muco, what is happening?",general,,,,,,,22.0
,Mufise imyaka ingahe?,Quel âge avez-vous?,How old are you?,general,,,,,,,21.0
,Mufise umutima mwiza.,Vous êtes très gentil.,You are very kind.,general,,,,,,,21.0
,Mukúru w'íjāmbo ní irĭndi.,Un rassemblement devient captivant à mesure que les discours s'enchaînent.,A gathering becomes captivating as speeches flow in succession.,proverbs,,,,,,,26.0
,Mumbabarire ko nacerewe.,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,24.0
,Mumbarire kuba nacerewe,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,23.0
,"Mumpe fagitire, nyabuneka.","L'addition, s'il vous plaît.","The check, please.",general,,,,,,,26.0
,Murafise bashikanyu ?,Avez-vous des sœurs?,Do you have sisters?,general,,,,,,,21.0
,Murafise ikintu kizimbutse?,Avez-vous quelque chose de moins cher?,Do you have something cheaper?,general,,,,,,,27.0
,Murafise indero cane.,Vous êtes très gentil.,You are very kind.,general,,,,,,,21.0
,Murakoze cane,Merci beaucoup.,Thank you so much.,general,,,,,,,13.0
,Murakoze kwiri murikwa.,Merci pour cette présentation.,Thank you for this presentation.,general,,,,,,,23.0
,Murantunga.,Je suis désolé.,I'm sorry.,general,,,,,,,11.0
,Muranyinganira ku gucerwa.,Veuillez m'excuser pour le retard.,Please forgive me for the delay.,general,,,,,,,26.0
,Murashaka icayi?,Vous voulez du thé ?,Do you want some tea?,general,,,,,,,16.0
,Murashobora gukora kino kintu.,Pouvez-vous réparer cela?,Can you fix this?,general,,,,,,,30.0
,Murashobora gusubiza ku ntango ijambo kabanga?,Pouvez-vous réinitialiser le mot de passe?,Can you reset the password?,general,,,,,,,46.0
,Murashobora gusubiza kuntango igiharuro kabanga canje.,Pouvez-vous réinitialiser le mot de passe?,Can you reset the password?,general,,,,,,,54.0
,Murashobora kuduharurira ivyo twihereje duheze turihe.,"L'addition, s'il vous plaît.","The check, please.",general,,,,,,,54.0
,Murashobora kugabanya ijwi?,Pouvez-vous baisser le volume?,Can you turn down the volume?,general,,,,,,,27.0
,"Murashobora kumfasha, ndabasavye?","Pouvez-vous m'aider, s'il vous plaît?","Can you help me, please?",general,,,,,,,33.0
,Muravuga Icongereza?,Parlez-vous anglais?,Do you speak English?,general,,,,,,,20.0
,Mureha gute?,Quelle taille faites-vous?,What size are you?,general,,,,,,,12.0
,Murehe gute ?,Quelle taille faites-vous?,What size are you?,general,,,,,,,13.0
,Muri Butoyi?,Vous êtes Butoyi ?,Are you Butoyi?,general,,,,,,,12.0
,"Muri vyose, hagiyemwo agahaze mu biganiro vyabo","Dans l'ensemble, il y a une satisfaction dans leurs discussions","Overall, there is satisfaction in their discussions",general,,,,,,,47.0
,Murihangana,Je suis désolé.,I'm sorry.,general,,,,,,,11.0
,Murumunanje n'umuririmvyi.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,26.0
,"Murí afriká iyó urí mw'īkosá, Só wāwe akagukānkamira, uca wîtōra ikosá, aríko nyoko wāwe akúrāvye gusa, uca wîkosōra.","En Afrique, si tu commets une erreur à la maison, dès que ton père te réprimande, tu prends conscience de ton erreur. Cependant, si ta mère te lance simplement un regard sévère, tu t'infliges toi-même ta propre punition.","In Africa, if you make a mistake at home, the moment your dad scolds you, you instantly realize your error. However, if your mom merely gives you a stern look, you start doling out your own punishment.",jokes,,,,,,,117.0
,"Murí iyi mìísi, umushitsi yajé iwâwé arīndīra kó afūngúra kugíra agēndé, nàáwe ukarīndīra kó agēndá kugíra ufūngúre.","De nos jours, quand un visiteur vient chez vous, il attend que vous commenciez à manger pour pouvoir partir, et vous, vous attendez qu'il parte pour enfin commencer à manger.","Nowadays, when a guest arrives at your home, they wait for you to begin eating so they can make their exit. Meanwhile, you're waiting for them to leave so you can finally start enjoying your meal",jokes,,,,,,,116.0
,Musanzanje n'umuririmvyi,Mon frère est musicien.,My brother is a musician.,general,,,,,,,24.0
,Musaza wanje ni Umunyamuziki.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,29.0
,Musazanje n'umuvuza umuziki.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,28.0
,Musazanje ni Umunyamuziki.,Mon frère est musicien.,My brother is a musician.,general,,,,,,,26.0
,Musazanje ni incabwenge,Mon frère est intelligent.,My brother is smart.,general,,,,,,,23.0
,Mushikanje ariga cane,Ma sœur étudie beaucoup.,My sister studies a lot.,general,,,,,,,21.0
,Mushiki wanje ariga cane.,Ma sœur étudie beaucoup.,My sister studies a lot.,general,,,,,,,25.0
,Mushiki wanje numushikiriza manza.,Ma sœur est avocate.,My sister is a lawyer.,general,,,,,,,34.0
,"Musore, nyumviriza.","Mec, écoute-moi.","Dude, listen to me.",general,,,,,,,19.0
,"Muti none yoba ikomoka hehe,  isigura iki?","D'où vient-il, qu'est-ce que cela signifie ?","Where does it come from, what does it mean?",general,,,,,,,42.0
,Mwaramutse!,Bonjour!,Good morning!,general,,,,,,,11.0
,"Mwaramutse, amakuru yanyu??","Bonjour, comment allez-vous?","Good morning, how are you doing?",general,,,,,,,27.0
,Mwaramutse? Murakomeye? Twebwe tumeze neza.,Bonjour? Vous allez bien? Nous nous allons bien,Good morning? Are you doing well? We are fine,general,,,,,,,43.0
,Mwaronse ubutumwa bwanje?,Avez-vous reçu mon message?,Did you receive my message?,general,,,,,,,25.0
,Mwaronse ubutumwa?,Avez-vous reçu mon message?,Did you receive my message?,general,,,,,,,18.0
,Mwenewacu ni Incabwenge.,Mon frère est intelligent.,My brother is smart.,general,,,,,,,24.0
,Mwobisigura neza ataco musimvye?,Pouvez-vous expliquer cela en détail?,Can you explain this in detail?,general,,,,,,,32.0
,Mwokugara iryodirisha,Veuillez fermer la fenêtre.,Please close the window.,general,,,,,,,21.0
,Mwokwugara idirisha.,Veuillez fermer la fenêtre.,Please close the window.,general,,,,,,,20.0
,"Mwoshobora gusubiramwo, ndabasavye?","Pouvez-vous répéter, s'il vous plaît?","Can you repeat, please?",general,,,,,,,35.0
,"Mwoshobora kunfasha, ndabasavye?","Pouvez-vous m'aider, s'il vous plaît?","Can you help me, please?",general,,,,,,,32.0
,Mwàáhūriye hé ?, Où vous êtes-vous rencontrés ? ,Where did you bump into each other? ,jokes,,,,,,,15.0
,Mwāramutse ntákūrá akăramutse ku mutíma.,Offrir un bonjour ne dissipe pas les fardeaux portés depuis hier.,Offering a good morning doesn't dispel the burdens carried from yesterday.,proverbs,,,,,,,40.0
,Mwěne nāká yōkuzirika ku cătsi.,"Un adversaire inconnu exige de la prudence, il pourrait émerger victorieux si vous choisissez de le confronter.","An unknown adversary demands caution, they might emerge victorious if you choose to confront them.",proverbs,,,,,,,31.0
,"Mìísi yöse iyó uvuzé kó watāyé amaherá/urupfūnguruzo, ntihīgéra hábura umūntu uzá wûmva akúbajije ngo ""Wayatāye/warutāye hêhé?"", nkâhó umèénga iyâbá uzí ahó wayatàáye/warutàáye ntūbá wâgīye kuyátōra/kurútōra","Chaque fois que tu perds quelque chose, il y a toujours cette personne qui demande : ""Où l'as-tu perdu ?"" Comme si savoir où tu l'as perdu t'aurait empêché d'aller le chercher","Every time you lose something, there's always that one person asking, ""At which place did you lose it?"" As if knowing where you lost it would have prevented you from searching for it.",jokes,,,,,,,207.0
