File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Speaker_id,Age,Gender,Machine_Suggestion
,Ni mu marérèési hônyené uzôbóna umuvyêyi ajá kwìísigura ku mwâna wîwé.,"Ce n'est qu'en occident que l'on trouve des parents qui, lorsqu'ils font quelque chose de mal, s'expliquent devant leur enfant. ","Only in western countries do you find parents who, when they do something wrong, explain themselves in front of their child.",jokes,,,,
,Ni muganga ku bitaro.,Il est médecin à l'hôpital.,He is a doctor at the hospital.,general,,,,
,Ni mwugate idirisha.,Veuillez fermer la fenêtre.,Please close the window.,general,,,,
,Ni nk’impembo ivuye mu muruho,C'est comme un salaire venant du fatigue,It's like a salary coming from fatigue,general,,,,
,Ni ukwezi wasanga imvura ari nyinshi n’intuguta,C'était un mois de fortes pluies et de chaleurs,It was a month of heavy rain and heat,general,,,,
,Ni umugenzi wanje.,C'est mon ami.,He's my friend.,general,,,,
,Ni umunyatugenegenekazi w'umunyempano.,Elle est une artiste talentueuse.,She is a talented artist.,general,,,,
,"Ni umwuga mweranda, kuko ufasha abantu guhinduka","C'est un saint professeur, car il aide les gens à changer.",He is a holy teacher because he helps people change.,general,,,,
,Ni uwundi mugenzo ucinyiza abakenyezi,C'est une autre tradition qui rabaisse les femmes.,This is another tradition that demeans women.,general,,,,
,Nibagiye kugura amata,J'ai oublié d'acheter du lait.,I forgot to buy milk.,general,,,,
,Nibagiye.,J'ai oublié.,I forgot.,general,,,,
,Niga Ikoranabuhanga.,J'étudie l'informatique.,I study computer science.,general,,,,
,Niga ivy'ubuhinga bwa none.,J'étudie l'informatique.,I study computer science.,general,,,,
,Niga ubuhinga nyabwonko,J'étudie l'informatique.,I study computer science.,general,,,,
,Nigira mu makosa yanje.,J'apprends de mes erreurs.,I learn from my mistakes.,general,,,,
,Nigute bavuga iki mugifaransa,Comment dit-on cela en français?,How do you say this in French?,general,,,,
,Nihehe hari akaguriro k'Imiti aha hafi?,Où est la pharmacie la plus proche?,Where is the nearest pharmacy?,general,,,,
,Nihehe hari ikibanza co kwoga?,Où est la salle de bain?,Where is the bathroom?,general,,,,
,Niho nzoba ndi Isha z'ine z'agatondo,Je serai là à dix heures.,I'll be there at ten o'clock.,general,,,,
,Niho nzoba ndi isaha zine.,Je serai là à dix heures.,I'll be there at ten o'clock.,general,,,,
,Nikangira isaha zitandatu.,Je me réveille à six heures.,I wake up at six o'clock.,general,,,,
,Nimuhamagare inyamiramabi!,Appelez la police!,Call the police!,general,,,,
,Nipfuza kuvugana hamwe n’umunyeshure.,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,
,Niryari tuzongera kubonana ?,Quand nous reverrons-nous?,When will we see each other again?,general,,,,
,Nivyiza ku magara,C'est bon pour la santé.,It's good for your health.,general,,,,
,Niyihe ngingo ya mbere ya ivyigwa?,Quel est le premier point à l'ordre du jour?,What is the first item on the agenda?,general,,,,
,Nizera ko nzomubona kandi.,J'espère la revoir.,I hope to see her again.,general,,,,
,"Nkaca ntângura gufūngura
- Máze gutângura gufūngura, māwé agaca yôngerakó: ""iyâbá wîga cāne nkûkó ufūngúra uba urônka amanotá mēzá""
Abavyêyi b’ábarùúndi ní abā mbere núkurí .","Plus tard, alors que je commence à manger : Maman : ""Si seulement tu avais étudié aussi assidûment que tu dévores ce repas, tu aurais eu de bonnes notes."" Les mamans burundaises sont les meilleures."," Later, as I start to eat: - Mom: ""If only you had studied as diligently as you're devouring that meal, you would have received good grades."" Burundian moms are the best.",jokes,,,,
,Nkeneye Imiti.,J'ai besoin de médicaments.,I need medicine.,general,,,,
,Nkeneye ifu hamwe n'Isukari.,J'ai besoin de farine et de sucre.,I need flour and sugar.,general,,,,
,Nkeneye muganga,J'ai besoin d'un médecin.,I need a doctor.,general,,,,
,Nkeneye nyabwonko nshasha.,J'ai besoin d'un nouvel ordinateur.,I need a new computer.,general,,,,
,Nkeneye ubufasha.,J'ai besoin d'aide.,I need help.,general,,,,
,"Nk’ákarorero, iyó umenyé isáhàáni uca wûmva  ngo: ""Gēnda utōré n’ízìíndi zirí mukabàáti uzimené""
Twese turazi ico aba ashatse kukubwira"," Par exemple, après avoir cassé une assiette, ils pourraient dire :""Va en prendre d'autres et casse-les aussi.""
On sait tous ce qu'elle veux vraiment dire.","For instance, after breaking a glass, they might say:""Go and take others and break them too.""
We all know what they really meant.",jokes,,,,
,None bakimenye ata mwanya bagihaye,Est-ce qu’il ont progressé sans se donner du temps,Did they progress without giving themselves time?,general,,,,
,None boba babikuye hehe?,où pourraient-ils les obtenir?,where could they get them?,general,,,,
,None wewe ntubona ko batubeshe?,Est ce que toi tu vois pas qu'ils nous on menti ?,Don't you see that they lied to us?,general,,,,
,None wokunda igihugu utazi ivyaco gute?,Comment peut-on aimer le pays sans le connaître ?,How can you love the country without knowing it?,general,,,,
,Norihisha ikarata?,Puis-je payer par carte?,Can I pay by card?,general,,,,
,Notora ibihingurirwa iwacu.,Je préfère les produits locaux.,I prefer local products.,general,,,,
,Noze mukiyaga,J'ai nagé dans le lac.,I swam in the lake.,general,,,,
,Nrwaho Umuriro!,Au feu!,Fire!,general,,,,
,Nshaka amazi.,Je veux de l'eau.,I want water.,general,,,,
,Nshaka gufungura inrya.,Je veux manger de la nourriture.,I want to eat food.,general,,,,
,Nshaka guhindura akazi.,Je vais changer de travail.,I'm going to change jobs.,general,,,,
,Nshaka gutembera Paris.,Je veux visiter Paris.,I want to visit Paris.,general,,,,
,Nshaka kurya ivyo kurya.,Je veux manger de la nourriture.,I want to eat food.,general,,,,
,Nshaka kuryama.,Je veux dormir.,I want to sleep.,general,,,,
,Nshaka kuvugana n'Umunyeshure.,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,
,Nshaka kuvugana n'umunyeshure wa kaminuza.,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,
,Nshaka kuvugana na umunyeshure,Je veux parler avec l'étudiant.,I want to speak with the student.,general,,,,
,Nshaka kwiga igifaransa.,Je veux apprendre le français.,I want to learn French.,general,,,,
,Nshika nacerewe.,J'arriverai en retard.,I will arrive late.,general,,,,
,"Nshāka kumenya ingéne abìígīsha bamenyá ivyó nīzé, Kugíra ngo mu kibázo bāmé bâzana ivyó ntītéze.","Je veux savoir comment les enseignants savent ce que j'ai étudié et ce que je n'ai pas, juste pour toujours inclure ce que je n'ai pas étudié, dans l'examen.","I want to know how the teachers know what I studied and what I didn't, just so they could always include what I didn't study, in the exam.",jokes,,,,
,Nsinywa inzoga.,Je ne bois pas d'alcool.,I don't drink alcohol.,general,,,,
,Nta mahera mfise.,Je n'ai pas d'argent.,I don't have any money.,general,,,,
,Nta n'umwe ari intungane.,Personne n'est parfait.,Nobody is perfect.,general,,,,
,Nta nzoga nwa,Je ne bois pas d'alcool.,I don't drink alcohol.,general,,,,
,Nta nzoga nywa.,Je ne bois pas d'alcool.,I don't drink alcohol.,general,,,,
,Ntaco naronse.,Je n'ai rien reçu.,I didn't receive anything.,general,,,,
,Ntamahera ngira.,Je n'ai pas d'argent.,I don't have any money.,general,,,,
,Ntaramúka arutwa na yό (arutwa n'Imâna).,Souhaiter du mal aux autres est insignifiant comparé à la puissance de Dieu.,Wishing harm upon others pales in comparison to the power of God.,proverbs,,,,
,Ntarátaze aruta mbūndâre.,"Dans la course de la vie, le travailleur devance le dormeur.","In the race of life, the hustler outruns the sleeper.",proverbs,,,,
,Ntegerezwa gukora ejo,Je dois travailler demain.,I have to work tomorrow.,general,,,,
,Ntegerezwa gukora imyimenyerezo myinshi.,Je dois faire plus d'exercice.,I need to exercise more.,general,,,,
,Ntegerezwa kuciyumvirako,Je dois y réfléchir.,I have to think about it.,general,,,,
,Ntegerezwa kugenda kuri banke.,Je dois aller à la banque.,I have to go to the bank.,general,,,,
,Ntegerezwa kuja kuri banki.,Je dois aller à la banque.,I have to go to the bank.,general,,,,
,Ntegerezwa kuja muri banki.,Je dois aller à la banque.,I have to go to the bank.,general,,,,
,Ntegerezwa kumesa.,Je dois faire la lessive.,I have to do the laundry.,general,,,,
,Ntegerezwa kurwiza imyimenyerezo,Je dois faire plus d'exercice.,I need to exercise more.,general,,,,
,Ntegerezwa kuvyiyumvira.,Je dois y réfléchir.,I have to think about it.,general,,,,
,Ntihāgá ibihúgu hāga imitíma.,"Le véritable espace nécessaire pour une vie paisible est dans le cœur, pas dans les frontières géographiques.","The real space needed for peaceful living is in the heart, not in the geographical boundaries.",proverbs,,,,
,Ntimute imyanda hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,general,,,,
,Ntucerwe.,Ne sois pas en retard.,Don't be late.,general,,,,
,"Ntugakunde ico utazi rero, kandi ufise ubwenge.","Ne sois pas intriguer par ce que tu ignores, alors que tu es intelligent.","Don't be intrigued by what you don't know, even though you are intelligent.",general,,,,
,Ntukabeshe.,Ne mens jamais.,Never lie.,general,,,,
,Ntute hasi imicafu.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,general,,,,
,Ntute imicafu hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,general,,,,
,Ntuzigere ubesha.,Ne mens jamais.,Never lie.,general,,,,
,Ntā barônkera rimwé nk'abáca imisígāti.,Chaque personne reçoit ses bénédictions en son temps.,Each person receives their blessings in their own time.,proverbs,,,,
,Ntā buja bukizá.,Le succès ne vient jamais de l'esclavage.,Success never comes from slavery.,proverbs,,,,
,Ntā bwênge bw'ŭmwe.,Une seule perspective ne capture pas l'image complète.,One perspective alone doesn't capture the whole picture.,proverbs,,,,
,Ntā cĭca umukŏndo ngo gisigé amara.,Le mal qui s'abat sur l'un peut jeter son ombre sur tous les proches.,The harm that befalls one may cast its shadow over all related.,proverbs,,,,
,Ntā gahéra iyό kăgīye.,Ce qui est perdu aujourd'hui peut revenir demain.,What is lost today may find its way back tomorrow.,proverbs,,,,
,Ntā joro ridacá.,Chaque nuit a son aurore.,Every night has its dawn.,proverbs,,,,
,Ntā kabúra imvo.,Rien ne se produit sans une cause précédente.,Nothing occurs without a preceding cause.,proverbs,,,,
,Ntā kěra kā gusa.,Ce qui est vraiment précieux n'est jamais obtenu gratuitement.,The truly valuable is never attained for free.,proverbs,,,,
,"Ntā kīntu kibabáza nkó kwùúmva amaherá mw’ī pātaro utāherūka kwāmbara, hāma uyákūyeyó ugasānga ni agapápuró.","Rien ne fait aussi mal que de sentir de l'argent dans un vieux pantalon que vous n'avez pas porté depuis longtemps, mais lorsque vous essayez de le récupérer, vous découvrez que c'est juste un morceau de papier.","Nothing stings quite like discovering money in an old pair of pants you haven't worn in a while, only to realize it's just a piece of paper when you attempt to retrieve it.",jokes,,,,
,Ntā mbwá ikugána igúfa mu kanwa.,Un chien qui savoure un os reste silencieux.,A dog enjoying a bone remains quiet.,proverbs,,,,
,Ntā mpōngano y'ûmwânsi.,Ne donnez jamais à votre ennemi l'opportunité de rectifier ses erreurs.,Never give your foe the opportunity to rectify their mistakes.,proverbs,,,,
,Ntā mucūmvyi yabwîyimye.,"Celui qui détient la clé, ouvre des portes pour lui-même, comme il le souhaite.","He who holds the key, opens doors for himself, as he wishes.",proverbs,,,,
,Ntā mugabo umwé.,Deux têtes valent mieux qu'une.,Two heads are better than one.,proverbs,,,,
,Ntā mukúru aburá mukúruwé.,"Dans le royaume du pouvoir, il y a toujours une autorité supérieure.","In the realm of power, there is always a higher authority.",proverbs,,,,
,Ntā mukúru mu cōbo.,La tombe est le grand égalisateur.,The grave is the great equalizer.,proverbs,,,,
,Ntā muryāngo usūmbá inda.,"Dans la hiérarchie des priorités, l'estomac peut prendre le pas sur la famille.","In the hierarchy of priorities, the stomach can take precedence over family.",proverbs,,,,
,Ntā muzīndutsi wa kare ku mutíma w'úwŭndi.,"Dans le vrai amour, demander n'est jamais un fardeau.","In true love, asking is never a burden.",proverbs,,,,
,Ntā mvúra idahitá.,Les temps difficiles ne durent pas éternellement.,Difficult times are not everlasting.,proverbs,,,,
,Ntā mwâna n'íkinōno.,"L'amour d'un parent ne connaît pas de favoritisme, tous les enfants sont égaux à leurs yeux.","A parent's love knows no favoritism, all children are equal in their eyes.",proverbs,,,,
,Ntā mwîzá w'ínzara.,"Quand on a faim, la beauté perd son charme.","When hungry, beauty loses its charm.",proverbs,,,,
,Ntā mwônga uburá isáto iba idáhīzwé.,Chaque personne a ses propres défauts.,Every person has their own flaws.,proverbs,,,,
,Ntā nda iburá intŭntu.,"Dans chaque cœur, la douleur laisse sa marque.","In every heart, pain leaves its mark.",proverbs,,,,
,Ntā ndagúkūnda nkakwānkira umwâna.,Aimer une personne inclut aimer sa famille.,Love for a person includes love for their kin.,proverbs,,,,
,Ntā ngoma itavugá.,"Chaque battement de tambour représente une action, et chaque action a un impact.","Each drumbeat represents an action, and every action has an impact.",proverbs,,,,
,Ntā nkokókazi ibíka isăke irího.,"Là où il y a un coq, aucune poule ne chante.","Where there is a rooster, no hen sings.",proverbs,,,,
,Ntā ntāmbara iburá inkomére.,Chaque champ de bataille laisse des cicatrices.,Every battlefield leaves scars.,proverbs,,,,
,Ntā nzόga itagirá ijāmbo.,"En compagnie d'amis et d'hydromel, que des paroles de sagesse soient prononcées et entendues.","In the company of friends and mead, let words of wisdom be spoken and heard.",proverbs,,,,
,"Ntā n’ùúmwe ibi bitìígeze bíshikira 
Māmá : Princiaaaa ingo hanóoo
Jēwé : Siharí màá
Māmá : Ingo hanó wewé","Tout le monde a déjà vécu cette situation.
Maman : ""Princiaaa ? Viens ici !""
Moi : ""Princia n'est pas là.""
Maman : ""Eh bien, toi, viens ici.""","Everyone has encountered this situation.
Mom: ""Princiaaa? Come here!""
Me: ""Princia is not here.""
Mom: ""So you, you come.""",jokes,,,,
,Ntā rirênga rícāka.,"Tant que le cœur bat, l'espoir ne doit jamais reculer.","As long as heart beats, hope should never retreats.",proverbs,,,,
,Ntā rubănza ruburá ijāmbo.,"Là où les gens se rassemblent, un discours doit couler.","Where people gather, a speech must flow.",proverbs,,,,
,Ntā rutôha rútūhíwe.,"Sans une nourriture adéquate, aucune plante ne prospère.","Without proper nourishment, no plant thrives.",proverbs,,,,
,Ntā shāmba risūmbá ijoro.,Aucune forêt n'est aussi redoutable que l'obscurité de la nuit.,No forest is as daunting as the darkness of the night.,proverbs,,,,
,Ntā wakóreye Imâna yĭkoreye amabóko.,Ceux qui servent Dieu par de bonnes actions trouveront toujours un but.,Those who serve God with good deeds will always find a purpose.,proverbs,,,,
,Ntā wubâgira ahatágirá isāzi.,"Où que aille le boucher, les mouches le trouveront.","Wherever the butcher goes, flies will find him.",proverbs,,,,
,Ntā wubândwa abângikanije.,On ne peut pas être dévoué à deux maîtres.,One cannot be devoted to two masters.,proverbs,,,,
,Ntā wubûrana n'úwumúgaba.,Il est imprudent de défier quelqu'un de plus puissant dans un litige juridique.,It is unwise to challenge someone of greater power in a legal dispute.,proverbs,,,,
,Ntā wubûrana n'úwumúhāmba.,"Dans la mort, le pouvoir de décider prend fin.","In death, one's power to decide ends.",proverbs,,,,
,Ntā wuhérekeza uwĭcaye.,"Personne ne peut accompagner une personne qui s'assoit. Si elle veut vraiment de la compagnie, elle doit se lever.","No one can accompany a person who sits. If they truly want company, they must stand.",proverbs,,,,
,Ntā wuhísha umwôtsi inzu iríko irashá.,Vous ne pouvez pas cacher les ondulations quand le trouble agite les eaux.,You can't conceal the ripples when trouble stirs the waters.,proverbs,,,,
,Ntā wuhόra ahό yabâye (Imâna iba yáramuhâye).,Il est important de s'aventurer loin de son lieu de naissance pour trouver des opportunités.,It's important to venture far from your birthplace to find opportunities.,proverbs,,,,
,Ntā wuménya umŭsi.,Personne ne connaît le jour.,Nobody knows the day.,proverbs,,,,
,Ntā wunyága uwó atăgabiye.,Personne ne peut reprendre ce qu'il n'a jamais donné.,No one can repossess what they've never bestowed.,proverbs,,,,
,Ntā wurágira mū nzu.,Vous ne pouvez pas mener le troupeau au pâturage à l'intérieur d'une maison.,You cannot lead the flock to pasture inside a house.,proverbs,,,,
,Ntā wurímira amasáka ahó atagirá amasabo.,Le succès attire l'attention de ceux qui sont dans le besoin.,Success draws the attention of those in need.,proverbs,,,,
,Ntā wurîra ibigôri ahó yagôrewe.,On savoure rarement un fruit doux du même arbre amer.,One seldom savors sweet fruit from the same bitter tree.,proverbs,,,,
,Ntā wurônderera ubwîzá mw'īkazānga.,La véritable beauté ne peut être atteinte par les cosmétiques.,True beauty cannot be attained through cosmetics.,proverbs,,,,
,Ntā wusângira n'ûmwôro umwērēra.,Une coupe de générosité peut ne pas atteindre les pauvres.,A cup of generosity may not reach the poor.,proverbs,,,,
,Ntā wusíga inká mw'īgabiro.,Ne laissez jamais un cadeau entre les mains du donneur.,Never leave a gift in the hands of the giver.,proverbs,,,,
,Ntā wusîmba agasîndé.,Un petit paquet maudit sur votre chemin est insurmontable.,A small cursed parcel in your way is insurmountable.,proverbs,,,,
,Ntā wutânga Imâna kwĭhebūra.,On ne doit pas désespérer devant Dieu.,One should not desperate before God.,proverbs,,,,
,Ntā wutânga icό adafisé.,On ne peut pas donner ce qu'on n'a pas.,You can't give what you don't have.,proverbs,,,,
